,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
2224,353190,KR7353190002,휴럼,KOSDAQ,중견기업부,1190,1,30,2.59,1175,1190,1155,100340,117837320,45672699800,38380420,KSQ
2225,232830,KR7232830000,시큐센,KONEX,일반기업부,4800,1,405,9.22,4400,5050,4400,13670,63646200,45643353600,9509032,KNX
2226,119650,KR7119650000,KC코트렐,KOSPI,,2585,1,35,1.37,2545,2660,2500,376928,973754440,45497178760,17600456,STK
2227,006920,KR7006920003,모헨즈,KOSDAQ,중견기업부,4160,1,35,0.85,4125,4170,4080,48928,202538830,45427200000,10920000,KSQ
2228,121850,KR7121850002,코이즈,KOSDAQ,벤처기업부,2310,2,-10,-0.43,2345,2375,2310,192690,449543525,45308744250,19614175,KSQ
2229,091970,KR7091970004,나노캠텍,KOSDAQ,관리종목(소속부없음),1610,0,0,0.0,0,0,0,0,0,45209484250,28080425,KSQ
2230,012600,KR7012600003,센트럴인사이트,KOSPI,,2490,0,0,0.0,0,0,0,0,0,45159499050,18136345,STK
2231,075130,KR7075130005,플랜티넷,KOSDAQ,벤처기업부,2715,1,10,0.37,2750,2770,2705,154644,422835105,45129598800,16622320,KSQ
2232,012620,KR7012620001,원일특강,KOSDAQ,우량기업부,10250,1,200,1.99,10100,10350,10050,20413,208352950,45100000000,4400000,KSQ
2233,032960,KR7032960007,동일기연,KOSDAQ,중견기업부,12400,3,0,0.0,12450,12450,12050,30787,377720000,45075860000,3635150,KSQ
2234,065500,KR7065500001,오리엔트정공,KOSDAQ,중견기업부,1420,1,35,2.53,1395,1420,1395,53170,74743500,45074935040,31742912,KSQ
2235,032080,KR7032080004,아즈텍WB,KOSDAQ,벤처기업부,2095,1,65,3.2,2090,2100,2030,78181,162063555,45023705755,21491029,KSQ
2236,246960,KR7246960009,이노테라피,KOSDAQ,기술성장기업부,8300,1,20,0.24,8350,8470,8200,15446,127405480,45012136700,5423149,KSQ
2237,053160,KR7053160008,프리엠스,KOSDAQ,중견기업부,7490,2,-130,-1.71,7640,7640,7290,27159,204189760,44940000000,6000000,KSQ
2238,196300,KR7196300008,애니젠,KOSDAQ,기술성장기업부,8020,2,-30,-0.37,7990,8080,7930,5077,40619750,44932499120,5602556,KSQ
2239,072130,KR7072130008,유엔젤,KOSPI,,3405,1,155,4.77,3270,3945,3230,8670031,32045507400,44930520870,13195454,STK
2240,032980,KR7032980005,바이온,KOSDAQ,중견기업부,1310,2,-20,-1.5,1335,1410,1260,1883857,2514490070,44924851800,34293780,KSQ
2241,226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,2620,1,10,0.38,2615,2650,2580,29626,77145170,44905107480,17139354,KSQ
2242,021040,KR7021040001,대호특수강,KOSDAQ,중견기업부,595,0,0,0.0,0,0,0,0,0,44862131300,75398540,KSQ
2243,030350,KR7030350003,드래곤플라이,KOSDAQ,중견기업부,1085,2,-15,-1.36,1120,1130,1080,1393922,1530948220,44849941920,41336352,KSQ
2244,043710,KR7043710003,서울리거,KOSDAQ,중견기업부,1145,2,-85,-6.91,1245,1275,1145,2132070,2611465785,44845256635,39166163,KSQ
2245,046070,KR7046070009,코다코,KOSDAQ,중견기업부,1145,2,-20,-1.72,1180,1180,1140,339184,392697865,44728573120,39064256,KSQ
2246,002420,KR7002420008,세기상사,KOSPI,,8450,1,400,4.97,8550,9980,8380,246059,2245980570,44727100600,5293148,STK
2247,308100,KR7308100007,까스텔바작,KOSDAQ,중견기업부,6730,1,10,0.15,6730,6800,6670,26386,177626790,44584453090,6624733,KSQ
2248,067010,KR7067010009,이씨에스,KOSDAQ,벤처기업부,3620,2,-10,-0.28,3640,3670,3605,55817,203131805,44504280000,12294000,KSQ
2249,039980,KR7039980008,리노스,KOSDAQ,중견기업부,971,1,18,1.89,960,974,956,145567,140939056,44387901716,45713596,KSQ
2250,145270,KR7145270005,케이탑리츠,KOSPI,,923,1,6,0.65,925,925,917,126494,116289872,44360094402,48060774,STK
2251,009730,KR7009730003,코센,KOSDAQ,관리종목(소속부없음),1760,1,10,0.57,1755,1790,1745,120363,211743255,44334431680,25190018,KSQ
2252,323280,KR7323280008,태성,KOSDAQ,벤처기업부,1835,1,15,0.82,1850,1885,1800,489628,902628500,44300992050,24142230,KSQ
2253,079000,KR7079000006,와토스코리아,KOSDAQ,중견기업부,6150,1,90,1.49,6120,6190,6070,17558,107416370,44280000000,7200000,KSQ
2254,092600,KR7092600006,앤씨앤,KOSDAQ,벤처기업부,1765,1,20,1.15,1780,1780,1745,105088,184505910,44272407505,25083517,KSQ
2255,192390,KR7192390003,윈하이텍,KOSDAQ,중견기업부,4150,1,35,0.85,4080,4190,4010,237882,972605775,44226118400,10656896,KSQ
2256,215480,KR7215480005,토박스코리아,KOSDAQ,중견기업부,4580,1,50,1.1,4560,4660,4500,99651,453943335,44036503060,9614957,KSQ
2257,050760,KR7050760008,에스폴리텍,KOSDAQ,중견기업부,2690,1,115,4.47,2640,2695,2600,70698,187015690,43940283820,16334678,KSQ
2258,002820,KR7002820009,SUN&L,KOSPI,,3485,1,45,1.31,3440,3540,3440,57329,199759495,43938841665,12607989,STK
2259,215380,KR7215380007,우정바이오,KOSDAQ,벤처기업부,3390,1,10,0.3,3360,3415,3340,9930,33415910,43925962290,12957511,KSQ
2260,038530,KR7038530002,골드퍼시픽,KOSDAQ,중견기업부,477,1,5,1.06,477,479,470,276622,131447148,43891837587,92016431,KSQ
2261,246250,KR7246250005,에스엘에스바이오,KONEX,일반기업부,6390,1,190,3.06,5610,6750,5610,1588,9947610,43871203170,6865603,KNX
2262,162120,KR7162120000,루켄테크놀러지스,KONEX,일반기업부,3985,2,-5,-0.13,3990,3995,3790,244,961820,43794894960,10989936,KNX
2263,141020,KR7141020008,디에스앤엘,KOSDAQ,투자주의환기종목(소속부없음),1335,0,0,0.0,0,0,0,0,0,43790846220,32802132,KSQ
2264,081580,KR7081580003,성우전자,KOSDAQ,중견기업부,2820,1,35,1.26,2785,2820,2780,147292,412852460,43732963260,15508143,KSQ
2265,008470,KR7008470007,부스타,KOSDAQ,우량기업부,5200,3,0,0.0,5290,5290,5170,28959,150559890,43704960000,8404800,KSQ
2266,900070,KYG3931T1076,글로벌에스엠,KOSDAQ,외국기업(소속부없음),813,3,0,0.0,820,821,806,389907,316417090,43693845984,53743968,KSQ
2267,208370,KR7208370007,셀바스헬스케어,KOSDAQ,벤처기업부,2010,1,60,3.08,1970,2050,1965,80708,160071005,43577933640,21680564,KSQ
2268,024070,KR7024070005,WISCOM,KOSPI,,2840,1,130,4.8,2710,3200,2695,1466343,4457598415,43527083920,15326438,STK
2269,010400,KR7010400000,우진아이엔에스,KOSPI,,5700,1,180,3.26,5490,5710,5480,24274,135584070,43445400000,7622000,STK
2270,031310,KR7031310006,아이즈비전,KOSDAQ,중견기업부,2635,2,-5,-0.19,2670,2680,2600,47035,124315175,43319131230,16439898,KSQ
2271,208710,KR7208710004,바이오로그디바이스,KOSDAQ,벤처기업부,1025,2,-5,-0.49,1045,1045,1005,208956,213579905,43310818425,42254457,KSQ
2272,036000,KR7036000008,예림당,KOSDAQ,중견기업부,1880,1,25,1.35,1890,1955,1870,56970,108309460,43304440760,23034277,KSQ
2273,027040,KR7027040005,서울전자통신,KOSDAQ,중견기업부,621,1,3,0.49,618,640,614,57457,35650422,43214673987,69588847,KSQ
2274,015020,KR7015020001,이스타코,KOSPI,,1005,1,11,1.11,997,1025,997,136804,138329397,43065858000,42851600,STK
2275,002070,KR7002070001,비비안,KOSPI,,1445,1,30,2.12,1425,1450,1420,78130,112443850,43052315550,29793990,STK
2276,101390,KR7101390003,아이엠,KOSDAQ,중견기업부,5300,3,0,0.0,5300,5500,5210,21973,116768960,42948391000,8103470,KSQ
2277,046970,KR7046970000,우리로,KOSDAQ,벤처기업부,1340,1,25,1.9,1325,1350,1310,247250,329493335,42946509560,32049634,KSQ
2278,003465,KR7003461001,유화증권우,KOSPI,,2455,2,-45,-1.8,2545,2545,2455,544,1347350,42904623375,17476425,STK
2279,060380,KR7060380003,동양에스텍,KOSDAQ,우량기업부,2170,1,15,0.7,2155,2195,2145,97691,211830725,42749000000,19700000,KSQ
2280,032580,KR7032580003,피델릭스,KOSDAQ,중견기업부,1290,1,15,1.18,1290,1325,1285,442528,573085345,42740362560,33132064,KSQ
2281,007120,KR7007120009,미래아이앤지,KOSPI,,306,2,-1,-0.33,308,308,304,348049,106654197,42661884744,139417924,STK
2282,009835,KR7009831009,한화솔루션우,KOSPI,,37900,2,-50,-0.13,38400,38600,37800,11978,456301750,42589632300,1123737,STK
2283,210120,KR7210120002,빅텐츠,KONEX,일반기업부,16050,2,-400,-2.43,14500,16050,14500,201,2916050,42580650000,2653000,KNX
2284,065420,KR7065420002,에스아이리소스,KOSDAQ,중견기업부,625,2,-5,-0.79,639,639,620,253146,159401254,42547616250,68076186,KSQ
2285,067730,KR7067730002,로지시스,KOSDAQ,중견기업부,4385,1,5,0.11,4405,4445,4380,19800,87233650,42420147970,9673922,KSQ
2286,084670,KR7084670009,동양고속,KOSPI,,14600,1,250,1.74,14350,14600,14200,385,5535550,42275307400,2895569,STK
2287,052770,KR7052770005,아이톡시,KOSDAQ,관리종목(소속부없음),2085,0,0,0.0,0,0,0,0,0,42187750305,20233933,KSQ
2288,045300,KR7045300001,성우테크론,KOSDAQ,중견기업부,4315,1,80,1.89,4280,4320,4265,35100,150553950,42163129295,9771293,KSQ
2289,356890,KR7356890004,싸이버원,KOSDAQ,벤처기업부,8840,1,170,1.96,8800,8860,8680,11098,97567530,41934573200,4743730,KSQ
2290,199150,KR7199150004,데이터스트림즈,KONEX,일반기업부,10000,3,0,0.0,10000,10000,9800,79,779000,41897730000,4189773,KNX
2291,083660,KR7083660001,CSA 코스믹,KOSDAQ,중견기업부,1060,0,0,0.0,0,0,0,0,0,41818264580,39451193,KSQ
2292,008775,KR7008771008,호텔신라우,KOSPI,,55600,1,1700,3.15,54300,55800,54200,3632,199923600,41804472400,751879,STK
2293,052670,KR7052670007,제일바이오,KOSDAQ,투자주의환기종목(소속부없음),1435,1,10,0.7,1415,1440,1405,58424,83004900,41800206840,29129064,KSQ
2294,036480,KR7036480002,대성미생물,KOSDAQ,중견기업부,11000,1,50,0.46,10950,11100,10850,6327,69260050,41800000000,3800000,KSQ
2295,054300,KR7054300009,팬스타엔터프라이즈,KOSDAQ,벤처기업부,703,1,2,0.29,708,710,694,184776,129686540,41571219575,59134025,KSQ
2296,279060,KR7279060008,이노벡스,KONEX,일반기업부,4940,2,-5,-0.1,4940,4940,4600,695,3264170,41443453220,8389363,KNX
2297,191600,KR7191600006,블루탑,KONEX,일반기업부,14500,0,0,0.0,0,0,0,0,0,41325000000,2850000,KNX
2298,002680,KR7002680007,한탑,KOSDAQ,중견기업부,1375,1,25,1.85,1375,1390,1360,179938,247305745,41242873375,29994817,KSQ
2299,254120,KR7254120009,자비스,KOSDAQ,기술성장기업부,1855,1,30,1.64,1825,1945,1825,449503,840552290,41148012535,22182217,KSQ
2300,181340,KR7181340001,이즈미디어,KOSDAQ,관리종목(소속부없음),2705,0,0,0.0,0,0,0,0,0,41122080840,15202248,KSQ
2301,115530,KR7115530008,씨엔플러스,KOSDAQ,중견기업부,605,1,1,0.17,604,614,602,260213,157700326,41117615000,67963000,KSQ
2302,084870,KR7084870005,TBH글로벌,KOSPI,,1970,1,15,0.77,1955,1990,1925,68530,134043065,41087933430,20856819,STK
2303,435620,KR7435620000,하나금융25호스팩,KOSDAQ,SPAC(소속부없음),9520,1,40,0.42,9540,9540,9480,8342,79322160,40955040000,4302000,KSQ
2304,103840,KR7103840005,우양,KOSDAQ,중견기업부,2865,1,45,1.6,2880,2890,2830,29992,85496985,40849170000,14258000,KSQ
2305,052460,KR7052460003,아이크래프트,KOSDAQ,중견기업부,2790,1,30,1.09,2780,2795,2750,52448,145309015,40756141440,14607936,KSQ
2306,434190,KR7434190005,탈로스,KONEX,일반기업부,13800,2,-250,-1.78,15800,15800,13050,460,6164200,40617264000,2943280,KNX
2307,009140,KR7009140005,경인전자,KOSPI,,25850,2,-50,-0.19,25950,26100,25250,4047,103488900,40605102450,1570797,STK
2308,321820,KR7321820003,와이더플래닛,KOSDAQ,기술성장기업부,5840,1,40,0.69,5800,5900,5780,8612,50098470,40344366880,6908282,KSQ
2309,222160,KR7222160004,바이옵트로,KOSDAQ,기술성장기업부,4950,2,-80,-1.59,5050,5180,4940,51901,259909465,40312136700,8143866,KSQ
2310,004920,KR7004920005,씨아이테크,KOSPI,,924,1,13,1.43,938,945,913,499997,464564521,40295698212,43610063,STK
2311,051390,KR7051390003,YW,KOSDAQ,중견기업부,3540,1,20,0.57,3555,3660,3500,50541,178349435,40198002720,11355368,KSQ
2312,322180,KR7322180001,티라유텍,KOSDAQ,벤처기업부,7300,1,30,0.41,7280,7310,7220,3660,26547960,40086125000,5491250,KSQ
2313,028080,KR7028080000,휴맥스홀딩스,KOSDAQ,중견기업부,3180,1,30,0.95,3150,3240,3150,44489,142252650,39996469080,12577506,KSQ
2314,258790,KR7258790005,소프트캠프,KOSDAQ,벤처기업부,1590,1,60,3.92,1540,1605,1530,308169,484350695,39736141560,24991284,KSQ
2315,054220,KR7054220009,비츠로시스,KOSDAQ,벤처기업부,1575,2,-10,-0.63,1595,1625,1540,278910,436333250,39631540725,25162883,KSQ
2316,149300,KR7149300006,아퓨어스,KONEX,일반기업부,1090,3,0,0.0,1125,1145,1050,11310,12124410,39618924330,36347637,KNX
2317,006125,KR7006121008,SK디스커버리우,KOSPI,,29150,2,-150,-0.51,29500,29600,28700,3162,92278500,39598963250,1358455,STK
2318,079190,KR7079190005,케스피온,KOSDAQ,벤처기업부,1245,2,-15,-1.19,1270,1270,1240,71417,89366830,39571325265,31784197,KSQ
2319,340360,KR7340360007,다보링크,KOSDAQ,벤처기업부,919,1,6,0.66,914,923,913,162518,148974085,39301182040,42765160,KSQ
2320,331380,KR7331380006,포커스에이치엔에스,KOSDAQ,벤처기업부,2060,2,-30,-1.44,2090,2135,2060,75321,157454760,39240078920,19048582,KSQ
2321,080530,KR7080530009,코디,KOSDAQ,벤처기업부,1385,2,-25,-1.77,1410,1425,1370,32684,45109210,39183447730,28291298,KSQ
2322,33626L,KR733626K021,두산퓨얼셀2우B,KOSPI,,13100,1,250,1.95,13150,13300,12950,5464,71422550,39120530000,2986300,STK
2323,208350,KR7208350009,지란지교시큐리티,KOSDAQ,벤처기업부,4420,1,85,1.96,4335,4540,4335,84251,374287385,39066386580,8838549,KSQ
2324,154030,KR7154030001,아시아종묘,KOSDAQ,벤처기업부,3510,2,-5,-0.14,3515,3530,3490,21928,76850085,39034144890,11120839,KSQ
2325,045340,KR7045340007,토탈소프트,KOSDAQ,벤처기업부,4550,1,60,1.34,4510,4590,4495,31041,141374705,38939082000,8558040,KSQ
2326,093380,KR7093380004,풍강,KOSDAQ,중견기업부,3930,1,100,2.61,3850,3975,3840,68794,267675285,38825700090,9879313,KSQ
2327,229000,KR7229000005,젠큐릭스,KOSDAQ,기술성장기업부,5820,1,60,1.04,5760,5910,5760,14346,83593910,38811182160,6668588,KSQ
2328,079650,KR7079650008,서산,KOSDAQ,중견기업부,1940,1,30,1.57,1925,1975,1890,31270,60440450,38800000000,20000000,KSQ
2329,196700,KR7196700009,웹스,KOSDAQ,벤처기업부,2700,1,70,2.66,2650,2765,2650,122691,333960580,38783188800,14364144,KSQ
2330,024850,KR7024850000,피에스엠씨,KOSDAQ,중견기업부,954,2,-3,-0.31,957,999,933,120181,114126669,38707239204,40573626,KSQ
2331,106240,KR7106240005,파인테크닉스,KOSDAQ,우량기업부,2430,3,0,0.0,2475,2475,2425,199117,485953305,38693028510,15923057,KSQ
2332,044780,KR7044780005,에이치케이,KOSDAQ,벤처기업부,2090,1,40,1.95,2060,2095,2050,268531,555357740,38677094830,18505787,KSQ
2333,113810,KR7113810006,디젠스,KOSDAQ,벤처기업부,1185,1,25,2.16,1170,1215,1125,1997271,2352195100,38664240435,32628051,KSQ
2334,071850,KR7071850002,캐스텍코리아,KOSDAQ,중견기업부,2330,1,30,1.3,2320,2345,2280,75941,175740225,38606208040,16569188,KSQ
2335,101000,KR7101000008,상상인인더스트리,KOSDAQ,중견기업부,538,1,4,0.75,537,550,535,65093,35173700,38601926096,71750792,KSQ
2336,066790,KR7066790007,씨씨에스,KOSDAQ,중견기업부,689,1,10,1.47,679,691,670,455448,310352000,38601263584,56025056,KSQ
2337,204210,KR7204210009,모두투어리츠,KOSPI,,4920,2,-40,-0.81,4860,4965,4815,39768,194607735,38507929800,7826815,STK
2338,035200,KR7035200005,프럼파스트,KOSDAQ,벤처기업부,3955,1,65,1.67,3910,4030,3910,103376,407996010,38484483450,9730590,KSQ
2339,225430,KR7225430008,케이엠제약,KOSDAQ,벤처기업부,1375,1,30,2.23,1370,1395,1355,77630,106973225,38344693750,27887050,KSQ
2340,003925,KR7003921004,남양유업우,KOSPI,,230000,1,4000,1.77,229500,230000,229500,127,29148000,38332260000,166662,STK
2341,050090,KR7050090000,비케이홀딩스,KOSDAQ,중견기업부,484,1,3,0.62,482,488,480,138565,66799241,38303247928,79138942,KSQ
2342,033050,KR7033050006,제이엠아이,KOSDAQ,중견기업부,1175,1,20,1.73,1165,1185,1155,165734,194315230,38280726850,32579342,KSQ
2343,376180,KR7376180006,피코그램,KOSDAQ,벤처기업부,12200,2,-450,-3.56,12900,12950,12050,169701,2109556000,38211412600,3132083,KSQ
2344,154040,KR7154040000,솔루에타,KOSDAQ,중견기업부,2760,1,140,5.34,2620,2780,2620,92087,250102890,38157596160,13825216,KSQ
2345,072950,KR7072950009,빛샘전자,KOSDAQ,벤처기업부,6110,1,50,0.83,6080,6200,6060,19436,118543820,38070548490,6230859,KSQ
2346,197140,KR7197140007,디지캡,KOSDAQ,벤처기업부,3970,1,90,2.32,3890,3970,3890,31173,122524140,37943866530,9557649,KSQ
2347,043200,KR7043200005,파루,KOSDAQ,벤처기업부,907,1,3,0.33,909,913,900,101799,92256136,37916513705,41804315,KSQ
2348,096300,KR7096300009,베트남개발1,KOSPI,,274,1,3,1.11,273,287,268,30421836,8389940629,37724377814,137680211,STK
2349,243870,KR7243870003,굿센,KONEX,일반기업부,14500,1,500,3.57,14500,14500,14500,160,2320000,37465172500,2583805,KNX
2350,310870,KR7310870001,디와이씨,KOSDAQ,벤처기업부,1810,1,15,0.84,1795,1815,1765,120125,215077135,37443960510,20687271,KSQ
2351,079950,KR7079950002,인베니아,KOSDAQ,중견기업부,1610,1,20,1.26,1605,1610,1590,47238,75524570,37352000000,23200000,KSQ
2352,010420,KR7010420008,한솔PNS,KOSPI,,1820,2,-30,-1.62,1850,1850,1805,138159,252736345,37297281840,20493012,STK
2353,014100,KR7014100002,메디앙스,KOSDAQ,중견기업부,3155,1,25,0.8,3145,3200,3140,27862,88090855,37229000000,11800000,KSQ
2354,073540,KR7073540007,에프알텍,KOSDAQ,벤처기업부,3265,1,80,2.51,3220,3275,3200,48465,156880390,37221000000,11400000,KSQ
2355,275630,KR7275630002,에스에스알,KOSDAQ,벤처기업부,6180,3,0,0.0,6210,6250,5800,75809,461504230,37191172020,6017989,KSQ
2356,019685,KR7019681006,대교우B,KOSPI,,1905,2,-5,-0.26,1915,1935,1895,11253,21463415,37008415950,19426990,STK
2357,082660,KR7082660002,코스나인,KOSDAQ,투자주의환기종목(소속부없음),662,2,-14,-2.07,680,683,656,526127,348593409,36788117850,55571175,KSQ
2358,237750,KR7237750005,피앤씨테크,KOSDAQ,벤처기업부,5650,1,60,1.07,5650,5690,5600,50096,283012820,36705790000,6496600,KSQ
2359,003475,KR7003471000,유안타증권우,KOSPI,,2830,1,35,1.25,2895,2900,2795,3617,10196670,36541559960,12912212,STK
2360,069140,KR7069140002,누리플랜,KOSDAQ,벤처기업부,5140,1,170,3.42,5000,5160,4980,24371,123633085,36508099020,7102743,KSQ
2361,900120,KYG2114A1094,씨케이에이치,KOSDAQ,외국기업(소속부없음),226,1,1,0.44,229,230,224,1677316,378007982,36363489948,160900398,KSQ
2362,403360,KR7403360001,라피치,KONEX,일반기업부,12500,1,350,2.88,12500,12500,12300,2798,34929900,36300000000,2904000,KNX
2363,063760,KR7063760003,이엘피,KOSDAQ,벤처기업부,3860,1,10,0.26,3885,3985,3845,80933,314448200,35995001800,9325130,KSQ
2364,00499K,KR700499K014,롯데지주우,KOSPI,,44600,2,-300,-0.67,44850,45000,44500,556,24825500,35929893800,805603,STK
2365,439250,KR7439250002,삼성스팩7호,KOSDAQ,SPAC(소속부없음),10250,3,0,0.0,10350,10350,10200,44175,453384900,35895500000,3502000,KSQ
2366,103660,KR7103660007,씨앗,KONEX,일반기업부,5950,0,0,0.0,0,0,0,0,0,35803952450,6017471,KNX
2367,333050,KR7333050003,모코엠시스,KOSDAQ,벤처기업부,1585,1,35,2.26,1570,1585,1545,79980,124948605,35760031390,22561534,KSQ
2368,060260,KR7060260007,뉴보텍,KOSDAQ,벤처기업부,904,1,13,1.46,919,919,898,130758,118749850,35627587392,39411048,KSQ
2369,099410,KR7099410003,동방선기,KOSDAQ,중견기업부,2630,1,20,0.77,2630,2680,2610,54232,142956000,35612835260,13541002,KSQ
2370,086060,KR7086060001,진바이오텍,KOSDAQ,중견기업부,4135,1,35,0.85,4130,4150,4065,64200,263736100,35604777245,8610587,KSQ
2371,065690,KR7065690000,파커스,KOSDAQ,중견기업부,2525,1,5,0.2,2530,2550,2495,23150,58394885,35474560775,14049331,KSQ
2372,048830,KR7048830004,엔피케이,KOSDAQ,중견기업부,1890,1,10,0.53,1890,1900,1860,126412,237984200,35388214470,18723923,KSQ
2373,003680,KR7003680006,한성기업,KOSPI,,5680,1,130,2.34,5580,5760,5560,31937,181411800,35270045200,6209515,STK
2374,130740,KR7130740004,티피씨글로벌,KOSDAQ,중견기업부,3125,1,5,0.16,3120,3135,3090,42279,131649200,35239621875,11276679,KSQ
2375,088790,KR7088790001,진도,KOSPI,,2815,1,20,0.72,2915,2915,2795,49928,141139915,35040399360,12447744,STK
2376,005257,KR7005252002,녹십자홀딩스2우,KOSPI,,41200,1,2500,6.46,39500,41200,39100,4280,172164950,34854788000,845990,STK
2377,098660,KR7098660004,에스티오,KOSDAQ,중견기업부,2785,1,15,0.54,2790,2840,2715,138430,382942610,34815218160,12500976,KSQ
2378,286750,KR7286750005,나노브릭,KOSDAQ,기술성장기업부,1685,2,-15,-0.88,1740,1740,1680,34008,57749995,34482765065,20464549,KSQ
2379,036180,KR7036180008,지더블유바이텍,KOSDAQ,중견기업부,699,2,-1,-0.14,700,703,683,199529,138074072,34386317313,49193587,KSQ
2380,004365,KR7004361002,세방우,KOSPI,,9310,1,300,3.33,9020,9350,9020,26606,246641830,34346917500,3689250,STK
2381,343090,KR7343090007,HLB사이언스,KONEX,일반기업부,2960,1,25,0.85,3300,3300,2810,4088,12053465,34221042480,11561163,KNX
2382,043100,KR7043100007,솔고바이오,KOSDAQ,벤처기업부,520,1,9,1.76,514,528,511,579444,301551244,34205188160,65779208,KSQ
2383,014910,KR7014910004,성문전자,KOSPI,,1755,2,-55,-3.04,1830,1830,1755,1043538,1857650705,34199434035,19486857,STK
2384,023790,KR7023790009,동일철강,KOSDAQ,중견기업부,2135,1,60,2.89,2075,2160,2075,32980,69771820,34126792210,15984446,KSQ
2385,344860,KR7344860002,이노진,KONEX,일반기업부,3650,1,60,1.67,3880,3880,3650,11,40540,33945000000,9300000,KNX
2386,179530,KR7179530001,애드바이오텍,KOSDAQ,기술성장기업부,3710,2,-10,-0.27,3730,3935,3705,62632,237150330,33911047240,9140444,KSQ
2387,123330,KR7123330003,제닉,KOSDAQ,벤처기업부,4780,1,165,3.58,4800,4810,4700,41912,198793165,33460000000,7000000,KSQ
2388,025870,KR7025870007,신라에스지,KOSDAQ,중견기업부,8310,1,50,0.61,8290,8340,8260,8524,70679060,33240000000,4000000,KSQ
2389,076340,KR7076340009,관악산업,KONEX,일반기업부,6810,1,510,8.1,7100,7100,5820,305,1831370,33174642600,4871460,KNX
2390,003495,KR7003491008,대한항공우,KOSPI,,29800,1,400,1.36,30000,30750,29350,27133,811094200,33101661200,1110794,STK
2391,219550,KR7219550001,디와이디,KOSDAQ,관리종목(소속부없음),894,1,1,0.11,893,905,845,227392,202999108,32843405460,36737590,KSQ
2392,317860,KR7317860005,노드메이슨,KONEX,일반기업부,7400,1,210,2.92,7400,7400,7400,1,7400,32779891000,4429715,KNX
2393,032280,KR7032280000,삼일,KOSDAQ,중견기업부,2020,1,50,2.54,1990,2020,1975,64080,128158030,32751451800,16213590,KSQ
2394,019540,KR7019540004,일지테크,KOSDAQ,중견기업부,2420,1,15,0.62,2430,2495,2395,19041,46241240,32702670000,13513500,KSQ
2395,060480,KR7060480001,국일신동,KOSDAQ,중견기업부,2940,1,15,0.51,3065,3065,2895,182970,541353665,32604600000,11090000,KSQ
2396,290660,KR7290660000,네오펙트,KOSDAQ,기술성장기업부,1690,1,60,3.68,1635,1770,1635,379699,646929375,32516642730,19240617,KSQ
2397,101400,KR7101400000,엔시트론,KOSDAQ,중견기업부,671,1,5,0.75,671,679,652,266583,178560800,31673869238,47203978,KSQ
2398,322970,KR7322970005,무진메디,KONEX,일반기업부,4185,1,10,0.24,4300,4300,4185,12,50335,31649033205,7562493,KNX
2399,026910,KR7026910000,광진실업,KOSDAQ,중견기업부,4940,1,35,0.71,4930,4990,4930,20204,100144180,31642700700,6405405,KSQ
2400,187790,KR7187790001,나노,KOSDAQ,벤처기업부,1145,2,-10,-0.87,1165,1185,1130,287302,330524840,31394264940,27418572,KSQ
2401,033250,KR7033250002,체시스,KOSPI,,981,1,4,0.41,999,999,973,78265,76925786,31392000000,32000000,STK
2402,020400,KR7020400008,대동금속,KOSDAQ,벤처기업부,9830,1,300,3.15,9610,9860,9610,21577,210722750,31349501780,3189166,KSQ
2403,065770,KR7065770000,CS,KOSDAQ,벤처기업부,1600,1,30,1.91,1575,1615,1570,33722,53748460,31057808000,19411130,KSQ
2404,402420,KR7402420004,켈스,KONEX,일반기업부,13850,0,0,0.0,0,0,0,0,0,30837579000,2226540,KNX
2405,001420,KR7001420009,태원물산,KOSPI,,4055,1,30,0.75,4030,4090,4020,20656,83766925,30818000000,7600000,STK
2406,001465,KR7001461003,BYC우,KOSPI,,143000,1,3000,2.14,140500,143000,140500,196,27715500,30800055000,215385,STK
2407,257990,KR7257990002,나우코스,KONEX,일반기업부,5240,1,150,2.95,5600,5600,5190,6,31640,30752994080,5868892,KNX
2408,207490,KR7207490004,에이펙스인텍,KONEX,일반기업부,8460,1,100,1.2,7110,8560,7110,27,200570,30456000000,3600000,KNX
2409,017250,KR7017250002,인터엠,KOSDAQ,중견기업부,1445,2,-10,-0.69,1445,1450,1390,90247,127258190,30410699815,21045467,KSQ
2410,043360,KR7043360007,디지아이,KOSDAQ,벤처기업부,3340,1,10,0.3,3335,3425,3310,33783,112676880,30060000000,9000000,KSQ
2411,115610,KR7115610008,이미지스,KOSDAQ,벤처기업부,1955,1,10,0.51,1955,2040,1955,108852,216188600,29966779580,15328276,KSQ
2412,096610,KR7096610001,알에프세미,KOSDAQ,중견기업부,2750,2,-150,-5.17,2990,2990,2700,411764,1149434555,29902983000,10873812,KSQ
2413,025620,KR7025620006,제이준코스메틱,KOSPI,,388,0,0,0.0,0,0,0,0,0,29869316312,76982774,STK
2414,234070,KR7234070001,에이원알폼,KONEX,일반기업부,4250,5,-745,-14.91,4250,4250,4250,94,399500,29488548500,6938482,KNX
2415,011230,KR7011230000,삼화전자,KOSPI,,2805,1,5,0.18,2810,2840,2800,20198,56791510,29334521700,10457940,STK
