,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
680,293480,KR7293480000,하나제약,KOSPI,,15750,2,-100,-0.63,15950,15950,15650,20001,316300850,279923899500,17772946,STK
681,012320,KR7012320008,경동인베스트,KOSPI,,118000,2,-7000,-5.6,122500,124000,117500,176040,21058333500,279072714000,2365023,STK
682,001630,KR7001630003,종근당홀딩스,KOSPI,,55700,1,500,0.91,55800,56200,55300,1180,65893100,279049257700,5009861,STK
683,045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,15500,1,100,0.65,15600,15600,15350,62883,971604100,279000000000,18000000,KSQ
684,065350,KR7065350001,신성델타테크,KOSDAQ,우량기업부,10150,2,-50,-0.49,10350,10400,10100,91025,927640100,278962072200,27483948,KSQ
685,009680,KR7009680000,모토닉,KOSPI,,8450,1,50,0.6,8500,8500,8410,8248,69618940,278850000000,33000000,STK
686,037270,KR7037270006,YG PLUS,KOSPI,,4385,1,135,3.18,4310,4430,4275,461524,2012504140,278137962850,63429410,STK
687,271980,KR7271980005,제일약품,KOSPI,,18900,2,-100,-0.53,19250,19250,18850,16315,310630550,277922080800,14704872,STK
688,272550,KR7272550005,삼양패키징,KOSPI,,17600,3,0,0.0,17600,17750,17500,6789,119478800,277880609600,15788671,STK
689,330860,KR7330860008,네패스아크,KOSDAQ,벤처기업부,22700,1,300,1.34,22900,23200,22650,24132,552120150,276577821500,12184045,KSQ
690,068290,KR7068290006,삼성출판사,KOSPI,,27600,2,-100,-0.36,27900,28300,27350,148586,4110778500,276000000000,10000000,STK
691,084690,KR7084690007,대상홀딩스,KOSPI,,7620,1,130,1.74,7530,7760,7530,45506,347235760,275939539560,36212538,STK
692,001940,KR7001940006,KISCO홀딩스,KOSPI,,17000,2,-350,-2.02,17300,17750,16950,37164,643907650,274998460000,16176380,STK
693,052400,KR7052400009,코나아이,KOSDAQ,우량기업부,17650,1,300,1.73,17650,17950,17400,121209,2149437250,274618432700,15559118,KSQ
694,036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,27450,1,350,1.29,27650,27950,27300,44249,1221151550,274500000000,10000000,KSQ
695,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,3540,1,25,0.71,3580,3630,3530,339484,1214599590,273422452740,77237981,KSQ
696,004980,KR7004980009,성신양회,KOSPI,,11150,2,-150,-1.33,11300,11450,11100,441498,4976110900,273354213950,24516073,STK
697,045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3875,1,35,0.91,3875,3905,3845,822638,3183605575,273084335875,70473377,KSQ
698,004380,KR7004380002,삼익THK,KOSPI,,13000,2,-50,-0.38,13250,13250,12900,29983,390403500,273000000000,21000000,STK
699,001200,KR7001200005,유진투자증권,KOSPI,,2810,1,40,1.44,2790,2820,2770,149891,419731200,272194634580,96866418,STK
700,228670,KR7228670006,레이,KOSDAQ,우량기업부,19950,1,150,0.76,20300,20450,19850,42032,844284700,271856954250,13626915,KSQ
701,263050,KR7263050007,유틸렉스,KOSDAQ,기술성장기업부,7380,1,130,1.79,7340,7590,7330,469626,3500347190,271309869900,36762855,KSQ
702,002710,KR7002710002,TCC스틸,KOSPI,,10900,1,250,2.35,10900,11050,10650,320973,3474117000,270791741100,24843279,STK
703,114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,10350,1,200,1.97,10250,10350,9880,814235,8244992490,270373443300,26123038,KSQ
704,001070,KR7001070002,대한방직,KOSPI,,51000,3,0,0.0,50900,51000,50800,1403,71417100,270300000000,5300000,STK
705,123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,23050,2,-100,-0.43,23200,23300,22900,12730,293222250,269836599850,11706577,KSQ
706,232140,KR7232140004,와이아이케이,KOSDAQ,우량기업부,3285,1,60,1.86,3290,3305,3255,51998,170609145,269518974750,82045350,KSQ
707,058430,KR7058430000,포스코스틸리온,KOSPI,,44900,1,4900,12.25,39400,49700,38850,2752572,125269129400,269400000000,6000000,STK
708,099320,KR7099320004,쎄트렉아이,KOSDAQ,우량기업부,29650,2,-200,-0.67,30200,30600,29400,67941,2034047350,269388247550,9085607,KSQ
709,048870,KR7048870000,시너지이노베이션,KOSDAQ,벤처기업부,3250,1,20,0.62,3265,3280,3240,43692,142322940,268802118000,82708344,KSQ
710,080420,KR7080420003,모다이노칩,KOSDAQ,우량기업부,3370,1,20,0.6,3360,3430,3330,60240,203233180,268661866140,79721622,KSQ
711,047820,KR7047820006,초록뱀미디어,KOSDAQ,중견기업부,12350,1,350,2.92,12200,12500,11900,191428,2338924300,268151869700,21712702,KSQ
712,377030,KR7377030002,맥스트,KOSDAQ,기술성장기업부,13650,1,800,6.23,13350,14000,13100,1383647,18833886200,267142539300,19570882,KSQ
713,042000,KR7042000000,카페24,KOSDAQ,기술성장기업부,11850,1,350,3.04,11950,12250,11750,181377,2181659300,266591796300,22497198,KSQ
714,036530,KR7036530004,SNT홀딩스,KOSPI,,16350,1,500,3.15,16000,16350,15900,24555,396305950,266568536100,16303886,STK
715,037710,KR7037710001,광주신세계,KOSPI,,33300,1,350,1.06,33250,33350,33000,5214,173405900,266400000000,8000000,STK
716,126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,17800,2,-200,-1.11,18300,18350,17750,119668,2146396450,265969593600,14942112,KSQ
717,139990,KR7139990006,아주스틸,KOSPI,,10050,1,740,7.95,9430,10100,9350,243122,2402787170,265844499450,26452189,STK
718,298870,KR7298870007,다올인베스트먼트,KOSDAQ,중견기업부,2655,1,110,4.32,2590,2710,2555,2210934,5823659505,265500000000,100000000,KSQ
719,018470,KR7018470005,조일알미늄,KOSPI,,2095,2,-5,-0.24,2130,2130,2080,1066975,2234656485,265293455495,126631721,STK
720,143160,KR7143160000,아이디스,KOSDAQ,우량기업부,24750,1,150,0.61,24850,24850,24400,8762,214721700,265230652500,10716390,KSQ
721,339770,KR7339770000,교촌에프앤비,KOSPI,,10600,1,100,0.95,10600,10650,10500,85627,905812900,264814924000,24982540,STK
722,010580,KR7010580009,에스엠벡셀,KOSPI,,2380,1,65,2.81,2295,2450,2240,421240,1000685075,264779188800,111251760,STK
723,091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,19350,2,-550,-2.76,20200,20250,19350,309531,6083698200,263706037650,13628219,KSQ
724,004250,KR7004250007,NPC,KOSPI,,7160,1,70,0.99,7170,7220,7140,167953,1205863130,262915200000,36720000,STK
725,089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,17650,2,-100,-0.56,18150,18200,17650,97015,1733151450,262246471050,14858157,KSQ
726,371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,12450,1,50,0.4,12600,12600,12300,124921,1550585550,261954075600,21040488,KSQ
727,282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,26800,3,0,0.0,27100,27200,26800,54670,1473406300,261309996400,9750373,KSQ
728,298690,KR7298690009,에어부산,KOSPI,,2240,1,90,4.19,2160,2255,2150,847303,1877580360,261273600000,116640000,STK
729,040300,KR7040300006,YTN,KOSDAQ,우량기업부,6220,2,-30,-0.48,6250,6320,6210,258227,1614348350,261240000000,42000000,KSQ
730,107590,KR7107590002,미원홀딩스,KOSPI,,112500,3,0,0.0,112500,112500,110500,433,48269000,261000000000,2320000,STK
731,053610,KR7053610002,프로텍,KOSDAQ,우량기업부,23700,2,-150,-0.63,24300,24300,23500,12216,291174200,260700000000,11000000,KSQ
732,260870,KR7260870001,SK시그넷,KONEX,일반기업부,44250,1,250,0.57,44250,44350,44000,2089,92134150,260041408500,5876642,KNX
733,126340,KR7126340009,비나텍,KOSDAQ,벤처기업부,47550,1,50,0.11,47900,48200,46800,43976,2084075900,260015858100,5468262,KSQ
734,297890,KR7297890006,HB솔루션,KOSDAQ,벤처기업부,15550,1,550,3.67,15200,15600,14800,139298,2111631400,259997446150,16720093,KSQ
735,190510,KR7190510008,나무가,KOSDAQ,중견기업부,17100,1,1200,7.55,16200,17600,16000,2035125,34417845950,259857431100,15196341,KSQ
736,005160,KR7005160007,동국산업,KOSDAQ,우량기업부,4785,1,75,1.59,4825,4970,4755,1405274,6836169575,259559846370,54244482,KSQ
737,314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,18400,1,900,5.14,17750,18900,17700,98056,1803419100,259063186400,14079521,KSQ
738,032300,KR7032300006,한국파마,KOSDAQ,우량기업부,23750,1,300,1.28,23600,24200,23550,25016,597788250,259034148750,10906701,KSQ
739,051370,KR7051370005,인터플렉스,KOSDAQ,중견기업부,11100,1,50,0.45,11200,11300,11000,46189,514753150,258934939200,23327472,KSQ
740,041830,KR7041830001,인바디,KOSDAQ,우량기업부,18900,1,350,1.89,18700,19050,18650,93727,1769463550,258623479800,13683782,KSQ
741,026890,KR7026890004,스틱인베스트먼트,KOSPI,,6200,1,260,4.38,6090,6280,6070,424949,2631360210,258404685000,41678175,STK
742,032620,KR7032620007,유비케어,KOSDAQ,우량기업부,4950,1,45,0.92,4980,4990,4905,45136,223115315,258375838050,52197139,KSQ
743,119860,KR7119860005,다나와,KOSDAQ,우량기업부,19750,1,400,2.07,19850,19900,19450,64165,1266691350,258227734500,13074822,KSQ
744,000020,KR7000020008,동화약품,KOSPI,,9220,1,200,2.22,9120,9260,9080,88505,813668360,257528153400,27931470,STK
745,317400,KR7317400000,자이에스앤디,KOSPI,,6620,1,330,5.25,6340,6730,6330,598980,3962767630,256740282400,38782520,STK
746,125210,KR7125210005,아모그린텍,KOSDAQ,기술성장기업부,15550,2,-50,-0.32,15650,15850,15400,319644,4994094300,256525084500,16496790,KSQ
747,083790,KR7083790006,크리스탈지노믹스,KOSDAQ,기술성장기업부,3625,1,5,0.14,3660,3690,3610,156719,572153930,256456011750,70746486,KSQ
748,237880,KR7237880000,클리오,KOSDAQ,투자주의환기종목(소속부없음),14150,1,250,1.8,14150,14400,13850,79518,1123556700,255709644950,18071353,KSQ
749,001520,KR7001520006,동양,KOSPI,,1070,1,10,0.94,1065,1075,1060,332172,354936135,255391947410,238684063,STK
750,086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,4070,2,-90,-2.16,4165,4225,3980,1600362,6512747795,254936660000,62638000,KSQ
751,093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,51900,1,100,0.19,51800,52500,51200,17362,898153300,253272000000,4880000,KSQ
752,110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,21500,1,400,1.9,21600,21900,21200,43851,942692250,251882820000,11715480,KSQ
753,200880,KR7200880003,서연이화,KOSPI,,9300,1,40,0.43,9390,9390,9220,220001,2044140140,251364464100,27028437,STK
754,321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,10450,1,200,1.95,10350,10550,10100,44929,465231100,250638296700,23984526,KSQ
755,015230,KR7015230006,대창단조,KOSPI,,8770,2,-230,-2.56,9090,9250,8680,871790,7781683080,250578457100,28572230,STK
756,081000,KR7081000002,일진다이아,KOSPI,,17550,1,350,2.03,17600,17750,17350,30011,527064900,249262211250,14202975,STK
757,029460,KR7029460003,케이씨,KOSPI,,18300,1,150,0.83,18200,18450,18150,26381,483431400,248039005200,13554044,STK
758,035510,KR7035510007,신세계 I&C,KOSPI,,14400,3,0,0.0,14400,14600,14250,58353,843430650,247680000000,17200000,STK
759,001790,KR7001790005,대한제당,KOSPI,,2755,1,25,0.92,2740,2770,2730,277893,763749440,247114077900,89696580,STK
760,088800,KR7088800008,에이스테크,KOSDAQ,중견기업부,5500,1,290,5.57,5370,5550,5330,317424,1735532920,247093401500,44926073,KSQ
761,273640,KR7273640003,와이엠텍,KOSDAQ,벤처기업부,22500,2,-500,-2.17,23250,23550,22400,197928,4507923500,246735000000,10966000,KSQ
762,077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,5430,1,70,1.31,5510,5540,5360,153375,837359330,246722920860,45437002,KSQ
763,077500,KR7077500007,유니퀘스트,KOSPI,,9010,1,260,2.97,8900,9110,8830,153527,1375225030,246477334750,27355975,STK
764,382900,KR7382900009,범한퓨얼셀,KOSDAQ,벤처기업부,28100,1,250,0.9,28100,28500,28050,53387,1506233300,246184100000,8761000,KSQ
765,225530,KR7225530005,보광산업,KOSDAQ,우량기업부,6770,1,80,1.2,6710,6850,6690,128612,868026200,246013181790,36338727,KSQ
766,288330,KR7288330004,브릿지바이오테라퓨틱스,KOSDAQ,기술성장기업부,12350,1,350,2.92,12000,12400,11900,81335,989742700,245720848750,19896425,KSQ
767,011040,KR7011040003,경동제약,KOSDAQ,우량기업부,7970,1,110,1.4,7940,8060,7900,92565,735679960,245227065020,30768766,KSQ
768,025000,KR7025000001,KPX케미칼,KOSPI,,50600,2,-100,-0.2,51000,51000,50100,1134,57217700,244904000000,4840000,STK
769,352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,24450,1,1150,4.94,23400,24650,22900,95763,2315810050,244840857450,10013941,KSQ
770,229640,KR7229640008,LS전선아시아,KOSPI,,7960,2,-180,-2.21,8170,8200,7930,261906,2108990130,243774036840,30624879,STK
771,174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,15900,1,250,1.6,15900,16150,15800,82421,1312559550,243557297100,15318069,KSQ
772,042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,19550,1,250,1.3,19800,19850,19300,25502,499630500,242880871700,12423574,KSQ
773,003120,KR7003120003,일성신약,KOSPI,,91300,1,700,0.77,91000,91700,90400,1313,119123800,242858000000,2660000,STK
774,441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,7450,1,130,1.78,7380,7550,7360,329495,2446622730,242355458300,32530934,KSQ
775,084110,KR7084110006,휴온스글로벌,KOSDAQ,우량기업부,19200,1,200,1.05,19450,19600,19200,11879,230407600,242332646400,12621492,KSQ
776,033160,KR7033160003,엠케이전자,KOSDAQ,우량기업부,11100,1,150,1.37,11150,11450,11050,89968,1006446100,242065347900,21807689,KSQ
777,002810,KR7002810000,삼영무역,KOSPI,,13100,1,100,0.77,13100,13100,13000,7959,103693100,241917018800,18466948,STK
778,297090,KR7297090003,씨에스베어링,KOSDAQ,우량기업부,8940,2,-80,-0.89,9160,9160,8920,367476,3306806900,241380000000,27000000,KSQ
779,241840,KR7241840008,에이스토리,KOSDAQ,중견기업부,25300,1,1450,6.08,24100,25550,23850,143818,3578395500,241361848200,9539994,KSQ
780,000140,KR7000140004,하이트진로홀딩스,KOSPI,,10400,1,50,0.48,10450,10450,10350,42594,443098000,241350356000,23206765,STK
781,089030,KR7089030001,테크윙,KOSDAQ,우량기업부,6460,1,30,0.47,6590,6660,6460,215271,1407269210,241304546700,37353645,KSQ
782,083930,KR7083930008,아바코,KOSDAQ,우량기업부,15650,1,50,0.32,15800,15800,15450,139821,2180941300,241210288700,15412798,KSQ
783,084680,KR7084680008,이월드,KOSPI,,1700,1,30,1.8,1690,1725,1680,162851,276592020,241070528100,141806193,STK
784,206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,10250,1,100,0.99,10300,10350,10150,28321,290193600,240737240000,23486560,KSQ
785,220260,KR7220260004,켐트로스,KOSDAQ,벤처기업부,9050,1,90,1.0,9100,9250,9000,341423,3117519670,240352678350,26558307,KSQ
786,003200,KR7003200003,일신방직,KOSPI,,100000,3,0,0.0,100000,100500,99200,3933,391411000,240000000000,2400000,STK
787,023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,759,1,6,0.8,753,761,753,241753,182933928,239547668184,315609576,KSQ
788,096240,KR7096240007,크레버스,KOSDAQ,우량기업부,20750,1,550,2.72,20250,20900,20250,43314,894276450,239533103000,11543764,KSQ
789,285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,22600,1,1150,5.36,22000,22750,21850,90260,2015886300,239013780600,10575831,KSQ
790,011760,KR7011760006,현대코퍼레이션,KOSPI,,18050,2,-100,-0.55,18350,18450,17950,23168,419472150,238782836300,13228966,STK
791,078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,14600,1,250,1.74,14550,14700,14350,34721,505294200,237457232400,16264194,KSQ
792,010955,KR7010951002,S-Oil우,KOSPI,,58900,1,400,0.68,58800,59600,58800,11412,674729700,236891500300,4021927,STK
793,046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,6100,1,130,2.18,6030,6120,6030,85496,519947390,236835964800,38825568,KSQ
794,001130,KR7001130004,대한제분,KOSPI,,139500,1,1500,1.09,140000,141000,138000,2877,401532500,235755000000,1690000,STK
795,003960,KR7003960002,사조대림,KOSPI,,25550,1,100,0.39,25350,25650,25300,6309,160607650,234152131850,9164467,STK
796,001460,KR7001460005,BYC,KOSPI,,374500,1,2500,0.67,375000,375000,369500,88,32950500,233918317500,624615,STK
797,036560,KR7036560001,영풍정밀,KOSDAQ,우량기업부,14850,2,-50,-0.34,14650,15150,14550,754690,11205553100,233887500000,15750000,KSQ
798,092230,KR7092230002,KPX홀딩스,KOSPI,,55300,1,200,0.36,55200,55300,54900,481,26470100,233622923800,4224646,STK
799,388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,27200,1,250,0.93,27400,27850,27200,169771,4664032350,233399011200,8580846,KSQ
800,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,19300,1,300,1.58,19600,19600,18950,55107,1065780450,233334915600,12089892,KSQ
801,005960,KR7005960000,동부건설,KOSPI,,10200,4,2320,29.44,9700,10200,9610,2938632,29679500240,233323184400,22874822,STK
802,019680,KR7019680008,대교,KOSPI,,2740,2,-10,-0.36,2830,2830,2720,20131,55168230,232085809000,84702850,STK
803,011700,KR7011700002,한신기계,KOSPI,,7150,1,50,0.7,7210,7260,7150,435857,3135852940,231989979650,32446151,STK
804,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,23650,1,100,0.42,23750,23950,23500,24098,570400100,230431551900,9743406,KSQ
805,011280,KR7011280005,태림포장,KOSPI,,3250,2,-45,-1.37,3310,3345,3250,323851,1063308245,230119305000,70805940,STK
806,102260,KR7102260007,동성케미컬,KOSPI,,4630,1,10,0.22,4640,4640,4605,37625,173650560,230063440640,49689728,STK
807,220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,10400,1,150,1.46,10400,10650,10200,84605,876826650,229862412000,22102155,KSQ
808,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,3760,2,-40,-1.05,3800,3840,3740,196192,744103845,229765963440,61107969,KSQ
809,043610,KR7043610005,지니뮤직,KOSDAQ,우량기업부,3950,1,40,1.02,3955,3960,3915,120782,475770675,229555980100,58115438,KSQ
810,366030,KR7366030005,공구우먼,KOSDAQ,중견기업부,10300,1,200,1.98,10250,10550,10100,850468,8817024450,229315080000,22263600,KSQ
811,318020,KR7318020005,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0,0.0,0,0,0,0,0,229187123200,12662272,KSQ
812,017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,10600,3,0,0.0,10700,10750,10500,44804,474449850,229021056000,21605760,KSQ
813,002390,KR7002390003,한독,KOSPI,,16600,1,250,1.53,16600,16650,16350,14601,241136150,228474647800,13763533,STK
814,002780,KR7002780005,진흥기업,KOSPI,,1570,1,230,17.16,1395,1615,1375,50023246,76747557670,228390639650,145471745,STK
815,109610,KR7109610006,에스와이,KOSDAQ,중견기업부,4655,1,40,0.87,4620,4700,4580,2707872,12556099495,227663947000,48907400,KSQ
816,121440,KR7121440002,골프존뉴딘홀딩스,KOSDAQ,우량기업부,5290,1,40,0.76,5310,5350,5240,270579,1424694460,226606767220,42836818,KSQ
817,234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,23950,2,-100,-0.42,24400,24400,23950,9516,229136700,226399350000,9453000,KSQ
818,011810,KR7011810009,STX,KOSPI,,7910,1,210,2.73,7560,7950,7510,3059763,23708533330,226395701140,28621454,STK
819,097955,KR7097951008,CJ제일제당 우,KOSPI,,170500,2,-500,-0.29,171500,173000,170000,1677,288049500,226327326500,1327433,STK
820,160550,KR7160550000,NEW,KOSDAQ,중견기업부,8110,1,370,4.78,7830,8180,7750,853409,6854227350,226318519660,27906106,KSQ
821,006060,KR7006060008,화승인더,KOSPI,,4090,1,55,1.36,4060,4115,4060,76991,314549060,226258800000,55320000,STK
822,083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,12700,1,150,1.2,12750,12850,12450,81628,1032322750,226187419100,17810033,KSQ
823,340930,KR7340930007,유일에너테크,KOSDAQ,벤처기업부,21150,1,800,3.93,20700,21250,19950,240691,4945089550,225770835600,10674744,KSQ
824,088390,KR7088390000,이녹스,KOSDAQ,우량기업부,24050,1,1500,6.65,23000,24600,22650,284963,6749743750,225729548200,9385844,KSQ
825,035080,KR7035080001,그래디언트,KOSDAQ,중견기업부,14500,1,300,2.11,14550,14850,14350,70181,1025249400,225149968000,15527584,KSQ
826,151910,KR7151910007,SBW생명과학,KOSDAQ,중견기업부,1270,1,10,0.79,1320,1360,1260,682288,888287825,224960329860,177134118,KSQ
827,044450,KR7044450005,KSS해운,KOSPI,,9740,1,150,1.56,9640,9930,9590,63638,621590350,224856471200,23085880,STK
828,100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,4635,1,40,0.87,4610,4670,4610,107468,498186450,224706473235,48480361,KSQ
829,377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3480,1,20,0.58,3485,3510,3460,145308,507068010,224112000000,64400000,STK
830,008060,KR7008060006,대덕,KOSPI,,6600,1,90,1.38,6550,6680,6540,89223,589546260,223674990000,33890150,STK
831,150840,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,223669017000,38234020,KSQ
832,001250,KR7001250000,GS글로벌,KOSPI,,2710,3,0,0.0,2735,2760,2710,418783,1142563310,223666500440,82533764,STK
833,131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,4190,1,90,2.2,4190,4290,4165,158975,672332510,223189077770,53267083,KSQ
834,019210,KR7019210004,와이지-원,KOSDAQ,중견기업부,7280,1,10,0.14,7340,7420,7250,232784,1708917180,222577402320,30573819,KSQ
835,005720,KR7005720008,넥센,KOSPI,,4150,1,5,0.12,4140,4175,4130,40314,166925525,222207504550,53543977,STK
836,114810,KR7114810005,한솔아이원스,KOSDAQ,투자주의환기종목(소속부없음),7570,1,50,0.66,7630,7770,7490,38392,291759840,222195957180,29352174,KSQ
837,032820,KR7032820003,우리기술,KOSDAQ,벤처기업부,1475,1,10,0.68,1485,1495,1470,653373,967481560,222172028400,150625104,KSQ
838,180400,KR7180400004,디엑스앤브이엑스,KOSDAQ,관리종목(소속부없음),7740,0,0,0.0,0,0,0,0,0,222082929900,28692885,KSQ
839,015860,KR7015860000,일진홀딩스,KOSPI,,4490,1,50,1.13,4480,4515,4455,164895,740250860,221570198670,49347483,STK
840,010170,KR7010170009,대한광통신,KOSDAQ,중견기업부,2995,2,-5,-0.17,3020,3045,2965,720364,2156572060,221523339065,73964387,KSQ
841,092190,KR7092190008,서울바이오시스,KOSDAQ,우량기업부,5790,1,130,2.3,5860,6000,5770,81911,482203960,221314950870,38223653,KSQ
842,027710,KR7027710003,팜스토리,KOSDAQ,우량기업부,1985,1,10,0.51,1995,2005,1985,484070,964373845,221161951000,111416600,KSQ
843,014280,KR7014280002,금강공업,KOSPI,,7540,2,-120,-1.57,7710,7870,7460,1760787,13529867550,221143351780,29329357,STK
844,262260,KR7262260003,에이프로,KOSDAQ,우량기업부,15300,1,50,0.33,15650,15700,15150,137891,2116145900,220941837900,14440643,KSQ
845,068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,7410,1,10,0.14,7400,7450,7350,31033,229542940,220916100990,29813239,KSQ
846,018000,KR7018000000,유니슨,KOSDAQ,중견기업부,1805,1,10,0.56,1830,1840,1790,678141,1226955270,220657681515,122248023,KSQ
847,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,22100,2,-150,-0.67,22450,22700,22000,35349,789930150,220363387400,9971194,KSQ
848,039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,13850,1,150,1.09,13950,14100,13800,69634,969226200,219245500000,15830000,KSQ
849,000430,KR7000430009,대원강업,KOSPI,,3535,1,20,0.57,3520,3575,3500,223146,787299665,219170000000,62000000,STK
850,263720,KR7263720005,디앤씨미디어,KOSDAQ,중견기업부,17850,1,1100,6.57,17100,17850,16700,531533,9199409300,219110731350,12275111,KSQ
851,216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,12300,1,350,2.93,12000,12300,11850,24816,301479800,219103085700,17813259,KSQ
852,067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,36950,2,-350,-0.94,37200,37600,36500,11894,439482650,218994484050,5926779,KSQ
853,109860,KR7109860007,동일금속,KOSDAQ,우량기업부,23950,2,-150,-0.62,23950,24100,23900,68577,1571475675,217945000000,9100000,KSQ
854,005860,KR7005860002,한일사료,KOSDAQ,중견기업부,5520,1,30,0.55,5550,5570,5490,505849,2798317140,217508341200,39403685,KSQ
855,038290,KR7038290003,마크로젠,KOSDAQ,우량기업부,20050,1,150,0.75,20100,20300,20000,13630,274253350,217370070000,10841400,KSQ
856,012700,KR7012700001,리드코프,KOSDAQ,우량기업부,8210,1,20,0.24,8240,8290,8140,88209,722787490,217122768350,26446135,KSQ
857,192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,34750,1,250,0.72,34900,34900,34350,3502,121292050,216018614250,6216363,KSQ
858,025320,KR7025320003,시노펙스,KOSDAQ,중견기업부,2940,1,5,0.17,2970,3000,2935,920749,2726444760,215637387000,73346050,KSQ
859,079430,KR7079430005,현대리바트,KOSPI,,10500,1,250,2.44,10350,10700,10150,311739,3235675900,215620461000,20535282,STK
860,096760,KR7096760004,JW홀딩스,KOSPI,,3060,3,0,0.0,3065,3095,3050,23947,73424530,215560800360,70444706,STK
861,084650,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,6330,1,60,0.96,6350,6390,6290,274429,1739528180,215166973590,33991623,KSQ
862,121800,KR7121800007,비덴트,KOSDAQ,벤처기업부,3890,1,80,2.1,3925,3990,3850,1023191,3996238335,214299570960,55089864,KSQ
863,035150,KR7035150002,백산,KOSPI,,9120,1,110,1.22,9130,9190,9030,176348,1607848000,213453600000,23405000,STK
864,216050,KR7216050005,인크로스,KOSDAQ,벤처기업부,16600,1,1750,11.78,14900,17150,14850,568938,9306130850,213197485200,12843222,KSQ
865,053580,KR7053580007,웹케시,KOSDAQ,우량기업부,15450,1,300,1.98,15350,15500,15150,25973,397655000,212997531600,13786248,KSQ
866,404990,KR7404990004,신한서부티엔디리츠,KOSPI,,3800,1,20,0.53,3780,3805,3750,111163,421646215,212632359200,55955884,STK
867,000155,KR7000151001,두산우,KOSPI,,53200,2,-900,-1.66,54100,54300,53100,5563,298373900,212611778400,3996462,STK
868,088290,KR7088290002,이원컴포텍,KOSDAQ,중견기업부,9120,1,420,4.83,8650,9220,8510,969663,8726396290,212371630560,23286363,KSQ
869,028100,KR7028100006,동아지질,KOSPI,,15100,1,250,1.68,15100,15400,15000,22242,337345400,212194954600,14052646,STK
870,362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,10300,1,1150,12.57,9360,10500,9220,10782865,107605843570,211678287000,20551290,KSQ
871,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,6900,3,0,0.0,7100,7150,6860,159088,1113490520,211583138700,30664223,KSQ
872,067990,KR7067990002,도이치모터스,KOSDAQ,우량기업부,6600,1,150,2.33,6460,6660,6450,337192,2214001120,210474970200,31890147,KSQ
873,005010,KR7005010004,휴스틸,KOSPI,,5360,2,-60,-1.11,5480,5500,5320,679780,3648561770,210048082000,39188075,STK
